scope,shard_suffix,event_name,events,distinct_users
per_shard_per_event,20180810,level_fail_quickplay,1134,136
per_shard_per_event,20180904,level_fail_quickplay,1133,192
per_shard_per_event,20180626,level_reset_quickplay,1132,113
per_shard_per_event,20180627,select_content,1132,352
per_shard_per_event,20180710,level_fail_quickplay,1131,162
per_shard_per_event,20180711,level_fail_quickplay,1130,157
per_shard_per_event,20180926,level_fail_quickplay,1129,217
per_shard_per_event,20180629,level_fail_quickplay,1128,189
per_shard_per_event,20180803,select_content,1128,458
per_shard_per_event,20180924,level_fail_quickplay,1128,190
per_shard_per_event,20180828,select_content,1127,393
per_shard_per_event,20180922,level_fail_quickplay,1127,219
per_shard_per_event,20180710,select_content,1126,375
per_shard_per_event,20180811,level_fail_quickplay,1126,172
per_shard_per_event,20180827,level_reset_quickplay,1126,78
per_shard_per_event,20180928,select_content,1126,440
per_shard_per_event,20180619,level_end,1123,117
per_shard_per_event,20180706,level_fail_quickplay,1121,171
per_shard_per_event,20180704,level_fail_quickplay,1118,161
per_shard_per_event,20180909,select_content,1117,470
per_shard_per_event,20180818,level_fail_quickplay,1113,198
per_shard_per_event,20180905,level_fail_quickplay,1113,217
per_shard_per_event,20180709,level_fail_quickplay,1111,182
per_shard_per_event,20180722,level_fail_quickplay,1109,164
per_shard_per_event,20180612,level_reset_quickplay,1107,62
per_shard_per_event,20180822,level_fail_quickplay,1107,175
per_shard_per_event,20180618,level_start,1106,123
per_shard_per_event,20180829,level_fail_quickplay,1104,201
per_shard_per_event,20180911,level_fail_quickplay,1102,188
per_shard_per_event,20180821,level_fail_quickplay,1095,203
per_shard_per_event,20180824,level_fail_quickplay,1095,184
per_shard_per_event,20180623,level_fail_quickplay,1094,194
per_shard_per_event,20180809,select_content,1087,395
per_shard_per_event,20180824,level_reset_quickplay,1087,64
per_shard_per_event,20180813,level_fail_quickplay,1086,206
per_shard_per_event,20180711,select_content,1085,365
per_shard_per_event,20180629,select_content,1081,417
per_shard_per_event,20180617,level_fail_quickplay,1077,183
per_shard_per_event,20180929,select_content,1075,445
per_shard_per_event,20180903,level_fail_quickplay,1072,189
per_shard_per_event,20180831,level_fail_quickplay,1071,157
per_shard_per_event,20180612,select_content,1070,392
per_shard_per_event,20180730,level_fail_quickplay,1070,171
per_shard_per_event,20180829,select_content,1070,417
per_shard_per_event,20180917,level_reset_quickplay,1066,77
per_shard_per_event,20180623,select_content,1064,383
per_shard_per_event,20180904,select_content,1064,396
per_shard_per_event,20180930,select_content,1063,453
per_shard_per_event,20180914,select_content,1062,404
per_shard_per_event,20180827,select_content,1059,410
per_shard_per_event,20180817,level_fail_quickplay,1058,170
per_shard_per_event,20180708,level_reset_quickplay,1057,53
per_shard_per_event,20180724,select_content,1057,363
per_shard_per_event,20180709,select_content,1056,362
per_shard_per_event,20180814,level_fail_quickplay,1055,170
per_shard_per_event,20180910,level_fail_quickplay,1054,201
per_shard_per_event,20180913,select_content,1054,424
per_shard_per_event,20180901,level_fail_quickplay,1053,174
per_shard_per_event,20180716,level_fail_quickplay,1052,143
per_shard_per_event,20180720,level_fail_quickplay,1052,151
per_shard_per_event,20180803,level_fail_quickplay,1052,201
per_shard_per_event,20180815,level_fail_quickplay,1052,147
per_shard_per_event,20180830,level_fail_quickplay,1052,196
per_shard_per_event,20180725,level_reset_quickplay,1048,69
per_shard_per_event,20180905,select_content,1047,453
per_shard_per_event,20180923,select_content,1046,493
per_shard_per_event,20180901,level_reset_quickplay,1044,69
per_shard_per_event,20180912,level_fail_quickplay,1040,207
per_shard_per_event,20180630,level_start,1038,139
per_shard_per_event,20180729,select_content,1038,426
per_shard_per_event,20180912,select_content,1038,473
per_shard_per_event,20180729,level_fail_quickplay,1035,191
per_shard_per_event,20180805,select_content,1035,429
per_shard_per_event,20180614,level_fail_quickplay,1025,207
per_shard_per_event,20180911,select_content,1024,402
per_shard_per_event,20180721,select_content,1021,409
per_shard_per_event,20180727,select_content,1021,387
per_shard_per_event,20180924,select_content,1020,402
per_shard_per_event,20180823,level_fail_quickplay,1018,151
per_shard_per_event,20180713,select_content,1016,393
per_shard_per_event,20180805,level_fail_quickplay,1015,186
per_shard_per_event,20180830,select_content,1015,415
per_shard_per_event,20180825,level_fail_quickplay,1012,211
per_shard_per_event,20180721,level_fail_quickplay,1010,186
per_shard_per_event,20180625,level_start,1009,134
per_shard_per_event,20180907,select_content,1009,467
per_shard_per_event,20180707,select_content,1007,384
per_shard_per_event,20180804,select_content,1006,455
per_shard_per_event,20180926,select_content,1006,451
per_shard_per_event,20180804,level_fail_quickplay,1004,203
per_shard_per_event,20180728,select_content,1002,395
per_shard_per_event,20180806,select_content,1002,412
per_shard_per_event,20181003,level_fail_quickplay,1002,176
per_shard_per_event,20180613,select_content,1001,449
per_shard_per_event,20180723,level_fail_quickplay,1001,162
per_shard_per_event,20180924,level_reset_quickplay,1000,90
per_shard_per_event,20180806,level_fail_quickplay,998,188
per_shard_per_event,20180808,level_fail_quickplay,998,189
per_shard_per_event,20180621,select_content,997,336
per_shard_per_event,20180927,select_content,997,531
per_shard_per_event,20180930,level_fail_quickplay,996,199
per_shard_per_event,20180614,select_content,994,429
per_shard_per_event,20180802,select_content,992,421
per_shard_per_event,20180826,level_fail_quickplay,991,199
per_shard_per_event,20180922,select_content,988,448
per_shard_per_event,20180714,level_fail_quickplay,987,149
per_shard_per_event,20180706,select_content,986,347
per_shard_per_event,20180720,level_start,981,89
per_shard_per_event,20180825,level_reset_quickplay,981,70
per_shard_per_event,20180827,level_fail_quickplay,981,202
per_shard_per_event,20180620,select_content,979,319
per_shard_per_event,20180812,level_fail_quickplay,979,178
per_shard_per_event,20180615,select_content,978,428
per_shard_per_event,20180828,level_fail_quickplay,975,185
per_shard_per_event,20180707,level_reset_quickplay,974,69
per_shard_per_event,20180714,select_content,972,334
per_shard_per_event,20180820,level_fail_quickplay,972,182
per_shard_per_event,20180826,level_reset_quickplay,971,63
per_shard_per_event,20180811,level_reset_quickplay,970,62
per_shard_per_event,20180820,select_content,970,393
per_shard_per_event,20180926,level_reset_quickplay,968,106
per_shard_per_event,20180701,level_end,966,127
per_shard_per_event,20180626,level_end,964,121
per_shard_per_event,20180808,select_content,963,419
per_shard_per_event,20180712,select_content,962,368
per_shard_per_event,20180929,level_fail_quickplay,961,214
per_shard_per_event,20180807,level_fail_quickplay,959,180
per_shard_per_event,20180919,level_reset_quickplay,958,94
per_shard_per_event,20181001,select_content,958,398
per_shard_per_event,20180903,select_content,957,403
per_shard_per_event,20180818,select_content,952,419
per_shard_per_event,20180914,level_fail_quickplay,951,189
per_shard_per_event,20180906,select_content,949,427
per_shard_per_event,20180915,select_content,947,376
per_shard_per_event,20180730,select_content,946,405
per_shard_per_event,20180716,select_content,944,335
per_shard_per_event,20180807,select_content,944,406
per_shard_per_event,20180907,level_reset_quickplay,944,93
per_shard_per_event,20180831,select_content,943,379
per_shard_per_event,20180617,select_content,942,384
per_shard_per_event,20180702,select_content,942,387
per_shard_per_event,20180723,select_content,942,366
per_shard_per_event,20181002,select_content,938,390
per_shard_per_event,20181001,level_fail_quickplay,937,184
per_shard_per_event,20180622,select_content,935,362
per_shard_per_event,20180809,level_start,930,104
per_shard_per_event,20180824,select_content,930,415
per_shard_per_event,20180909,level_fail_quickplay,930,219
per_shard_per_event,20180901,select_content,925,388
per_shard_per_event,20180822,level_reset_quickplay,924,62
per_shard_per_event,20180825,select_content,922,398
per_shard_per_event,20180901,level_start,921,108
per_shard_per_event,20180919,select_content,920,454
per_shard_per_event,20180816,select_content,919,373
per_shard_per_event,20180823,level_reset_quickplay,919,53
per_shard_per_event,20180819,select_content,918,394
per_shard_per_event,20180817,select_content,917,374
per_shard_per_event,20180702,level_reset_quickplay,916,67
per_shard_per_event,20180705,select_content,916,358
per_shard_per_event,20180731,level_reset_quickplay,916,66
per_shard_per_event,20180813,select_content,915,433
per_shard_per_event,20180916,select_content,915,395
per_shard_per_event,20180731,select_content,910,357
per_shard_per_event,20180619,level_retry,909,91
per_shard_per_event,20180817,level_reset_quickplay,908,69
per_shard_per_event,20180915,level_reset_quickplay,908,66
per_shard_per_event,20180712,level_reset_quickplay,907,65
per_shard_per_event,20180706,level_reset_quickplay,905,63
per_shard_per_event,20180906,level_reset_quickplay,903,88
per_shard_per_event,20180809,level_fail_quickplay,901,167
per_shard_per_event,20180821,select_content,901,399
per_shard_per_event,20180616,select_content,900,379
per_shard_per_event,20180921,select_content,897,467
per_shard_per_event,20180719,select_content,895,294
per_shard_per_event,20180921,level_reset_quickplay,895,93
per_shard_per_event,20181003,select_content,892,380
per_shard_per_event,20180715,select_content,886,337
per_shard_per_event,20180801,select_content,886,369
per_shard_per_event,20180829,level_reset_quickplay,886,71
per_shard_per_event,20180807,level_reset_quickplay,885,70
per_shard_per_event,20180902,select_content,884,418
per_shard_per_event,20180713,level_reset_quickplay,875,64
per_shard_per_event,20180823,select_content,863,358
per_shard_per_event,20180725,select_content,859,350
per_shard_per_event,20180709,level_reset_quickplay,855,62
per_shard_per_event,20180718,level_reset_quickplay,853,62
per_shard_per_event,20180812,select_content,852,384
per_shard_per_event,20180614,level_reset_quickplay,845,78
per_shard_per_event,20180628,level_end,843,115
per_shard_per_event,20180814,select_content,839,370
per_shard_per_event,20180624,select_content,835,329
per_shard_per_event,20180703,select_content,835,352
per_shard_per_event,20180731,level_start,835,93
per_shard_per_event,20180925,select_content,835,421
per_shard_per_event,20180730,level_start,834,87
per_shard_per_event,20180708,select_content,833,297
per_shard_per_event,20180822,select_content,831,379
per_shard_per_event,20180704,select_content,828,341
per_shard_per_event,20180806,level_start,821,77
per_shard_per_event,20180808,level_start,820,82
per_shard_per_event,20180930,level_start,819,80
per_shard_per_event,20180805,level_start,815,82
per_shard_per_event,20180715,level_reset_quickplay,812,60
per_shard_per_event,20180815,select_content,809,334
per_shard_per_event,20180712,level_start,808,77
per_shard_per_event,20180710,level_reset_quickplay,806,72
per_shard_per_event,20180823,level_start,806,82
per_shard_per_event,20180920,select_content,804,383
per_shard_per_event,20180819,level_reset_quickplay,803,63
per_shard_per_event,20180927,session_start,803,573
per_shard_per_event,20180804,level_start,800,86
per_shard_per_event,20180929,level_start,799,86
per_shard_per_event,20180715,level_start,797,69
per_shard_per_event,20180724,level_reset_quickplay,796,67
per_shard_per_event,20180729,level_start,796,84
per_shard_per_event,20180812,level_start,792,87
per_shard_per_event,20180618,level_end,790,109
per_shard_per_event,20180728,level_start,790,90
per_shard_per_event,20180630,level_end,788,116
per_shard_per_event,20180726,select_content,788,343
per_shard_per_event,20180803,level_start,787,91
per_shard_per_event,20180918,select_content,787,426
per_shard_per_event,20180830,level_reset_quickplay,786,79
per_shard_per_event,20180726,level_start,784,73
per_shard_per_event,20180820,level_start,784,85
per_shard_per_event,20180817,level_start,783,66
per_shard_per_event,20180912,session_start,780,500
per_shard_per_event,20180928,level_fail_quickplay,779,205
per_shard_per_event,20180811,select_content,776,383
per_shard_per_event,20180810,level_start,775,60
per_shard_per_event,20180625,level_end,773,117
per_shard_per_event,20180727,level_reset_quickplay,772,83
per_shard_per_event,20180722,select_content,770,349
per_shard_per_event,20180831,level_reset_quickplay,768,60
per_shard_per_event,20180621,level_start,764,82
per_shard_per_event,20180923,session_start,764,525
per_shard_per_event,20180624,level_reset_quickplay,763,57
per_shard_per_event,20180623,level_start,761,75
per_shard_per_event,20180718,select_content,761,328
per_shard_per_event,20180918,level_reset_quickplay,754,77
per_shard_per_event,20180617,level_start,751,72
per_shard_per_event,20180723,level_reset_quickplay,751,69
per_shard_per_event,20180727,level_start,750,88
per_shard_per_event,20180811,level_start,750,75
per_shard_per_event,20180807,level_start,749,85
per_shard_per_event,20180619,session_start,747,476
per_shard_per_event,20180816,level_reset_quickplay,746,68
per_shard_per_event,20180728,level_reset_quickplay,741,72
per_shard_per_event,20180905,session_start,741,477
per_shard_per_event,20180619,level_complete_quickplay,735,71
per_shard_per_event,20180618,session_start,733,463
per_shard_per_event,20180912,level_reset_quickplay,733,81
per_shard_per_event,20180704,level_reset_quickplay,732,54
per_shard_per_event,20180721,level_start,732,73
per_shard_per_event,20180904,level_start,732,68
per_shard_per_event,20180905,level_reset_quickplay,732,90
per_shard_per_event,20180927,level_reset_quickplay,731,92
per_shard_per_event,20180809,level_end,730,90
per_shard_per_event,20180716,level_start,729,72
per_shard_per_event,20180921,session_start,729,487
per_shard_per_event,20180724,level_start,728,67
per_shard_per_event,20180910,session_start,724,483
per_shard_per_event,20180720,level_end,721,84
per_shard_per_event,20180919,session_start,720,481
per_shard_per_event,20180928,level_start,720,89
per_shard_per_event,20180909,session_start,719,501
per_shard_per_event,20180711,level_start,716,77
per_shard_per_event,20180717,select_content,707,297
per_shard_per_event,20180906,session_start,707,461
per_shard_per_event,20180907,session_start,700,488
per_shard_per_event,20180810,select_content,696,300
per_shard_per_event,20180829,session_start,696,447
per_shard_per_event,20180913,session_start,694,452
per_shard_per_event,20180705,level_start,693,69
per_shard_per_event,20180803,session_start,692,489
per_shard_per_event,20180802,session_start,690,450
per_shard_per_event,20180723,level_start,689,76
per_shard_per_event,20180830,level_start,689,78
per_shard_per_event,20180908,session_start,689,476
per_shard_per_event,20180804,session_start,688,474
per_shard_per_event,20180910,level_start,688,87
per_shard_per_event,20180926,session_start,688,472
per_shard_per_event,20180714,level_start,686,74
per_shard_per_event,20180917,level_start,686,72
per_shard_per_event,20180626,level_retry,685,91
per_shard_per_event,20180813,session_start,685,455
per_shard_per_event,20180827,session_start,685,438
per_shard_per_event,20180922,session_start,683,477
per_shard_per_event,20180613,session_start,682,466
per_shard_per_event,20180708,level_start,682,65
per_shard_per_event,20180710,level_start,680,83
per_shard_per_event,20180930,session_start,679,472
per_shard_per_event,20180821,level_start,677,74
per_shard_per_event,20180911,level_start,675,61
per_shard_per_event,20180929,session_start,675,468
per_shard_per_event,20180910,level_reset_quickplay,674,89
per_shard_per_event,20180810,level_reset_quickplay,673,54
per_shard_per_event,20180914,level_start,673,78
per_shard_per_event,20180925,session_start,673,450
per_shard_per_event,20180615,level_reset_quickplay,671,68
per_shard_per_event,20180713,level_start,671,79
per_shard_per_event,20180618,level_retry,670,87
per_shard_per_event,20180808,session_start,669,450
per_shard_per_event,20180615,session_start,667,438
per_shard_per_event,20180801,level_start,667,83
per_shard_per_event,20180805,session_start,667,450
per_shard_per_event,20180813,level_start,667,82
per_shard_per_event,20180831,level_start,667,77
per_shard_per_event,20180614,session_start,665,443
per_shard_per_event,20180729,session_start,662,444
per_shard_per_event,20180918,session_start,662,450
per_shard_per_event,20180904,session_start,659,420
per_shard_per_event,20180924,session_start,659,427
per_shard_per_event,20180926,level_start,657,76
per_shard_per_event,20180830,session_start,656,443
per_shard_per_event,20181001,session_start,656,431
per_shard_per_event,20180911,session_start,655,424
per_shard_per_event,20180720,level_retry,654,69
per_shard_per_event,20180813,level_reset_quickplay,653,68
per_shard_per_event,20180825,session_start,653,443
per_shard_per_event,20181002,session_start,653,442
per_shard_per_event,20180812,level_reset_quickplay,649,63
per_shard_per_event,20180902,session_start,648,444
per_shard_per_event,20181003,session_start,648,428
per_shard_per_event,20180622,level_start,647,76
per_shard_per_event,20180824,session_start,646,440
per_shard_per_event,20180709,level_start,642,64
per_shard_per_event,20180820,session_start,641,420
per_shard_per_event,20180916,session_start,641,417
per_shard_per_event,20180629,level_reset_quickplay,640,68
per_shard_per_event,20180713,session_start,640,422
per_shard_per_event,20180917,session_start,640,424
per_shard_per_event,20180828,session_start,638,422
per_shard_per_event,20180715,level_end,637,62
per_shard_per_event,20180722,level_start,637,86
per_shard_per_event,20180818,session_start,637,438
per_shard_per_event,20180903,session_start,637,428
per_shard_per_event,20180920,session_start,637,413
per_shard_per_event,20180721,session_start,636,439
per_shard_per_event,20180914,session_start,636,434
per_shard_per_event,20180629,session_start,635,442
per_shard_per_event,20180718,level_start,635,77
per_shard_per_event,20180730,session_start,632,433
per_shard_per_event,20180908,level_start,632,80
per_shard_per_event,20180808,level_end,631,76
per_shard_per_event,20180821,session_start,630,424
per_shard_per_event,20180928,session_start,630,450
per_shard_per_event,20180806,session_start,628,439
per_shard_per_event,20180822,session_start,625,406
per_shard_per_event,20180619,level_up,623,70
per_shard_per_event,20180819,level_start,623,74
per_shard_per_event,20180701,level_retry,622,98
per_shard_per_event,20180702,session_start,621,408
per_shard_per_event,20180809,session_start,621,416
per_shard_per_event,20180712,session_start,620,403
per_shard_per_event,20180924,level_start,620,72
per_shard_per_event,20180807,session_start,619,426
per_shard_per_event,20180826,session_start,618,416
per_shard_per_event,20180831,session_start,618,412
per_shard_per_event,20180624,level_start,617,69
per_shard_per_event,20180817,session_start,617,411
per_shard_per_event,20180929,level_reset_quickplay,617,80
per_shard_per_event,20180930,level_end,617,71
per_shard_per_event,20180727,session_start,616,419
per_shard_per_event,20180707,session_start,615,409
per_shard_per_event,20180623,session_start,614,411
per_shard_per_event,20180710,session_start,613,405
per_shard_per_event,20180731,level_end,613,82
per_shard_per_event,20180816,session_start,613,404
per_shard_per_event,20180818,level_reset_quickplay,613,68
per_shard_per_event,20180901,level_end,613,96
per_shard_per_event,20180812,session_start,611,415
per_shard_per_event,20180812,level_end,610,83
per_shard_per_event,20180922,level_reset_quickplay,610,113
per_shard_per_event,20180801,session_start,608,393
per_shard_per_event,20180728,session_start,607,418
per_shard_per_event,20180730,level_end,605,82
per_shard_per_event,20180814,session_start,605,395
per_shard_per_event,20180810,level_end,604,55
per_shard_per_event,20180819,session_start,604,410
per_shard_per_event,20180822,level_start,603,80
per_shard_per_event,20180902,level_reset_quickplay,603,84
per_shard_per_event,20180814,level_start,602,74
per_shard_per_event,20180619,level_complete,601,69
per_shard_per_event,20180617,session_start,598,402
per_shard_per_event,20180729,level_end,598,76
per_shard_per_event,20180915,session_start,598,389
per_shard_per_event,20180703,session_start,596,386
per_shard_per_event,20180809,level_retry,596,73
per_shard_per_event,20180612,session_start,595,400
per_shard_per_event,20180922,level_start,594,76
per_shard_per_event,20180711,session_start,593,390
per_shard_per_event,20180628,level_retry_quickplay,591,138
per_shard_per_event,20180626,level_retry_quickplay,590,129
per_shard_per_event,20180818,level_start,588,91
per_shard_per_event,20180823,session_start,588,376
per_shard_per_event,20180625,level_retry_quickplay,587,147
per_shard_per_event,20180723,session_start,587,389
per_shard_per_event,20180706,level_start,586,67
per_shard_per_event,20180731,session_start,585,392
per_shard_per_event,20180806,level_end,585,70
per_shard_per_event,20180807,level_end,585,80
per_shard_per_event,20180811,session_start,584,406
per_shard_per_event,20180614,level_start,583,56
per_shard_per_event,20180724,session_start,582,389
per_shard_per_event,20180810,level_retry,582,54
per_shard_per_event,20180709,session_start,580,380
per_shard_per_event,20180824,level_start,580,75
per_shard_per_event,20180901,session_start,579,406
per_shard_per_event,20180811,level_end,576,67
per_shard_per_event,20180903,level_start,576,78
per_shard_per_event,20180823,level_end,575,75
per_shard_per_event,20180706,session_start,574,370
per_shard_per_event,20180720,session_start,574,385
per_shard_per_event,20180904,level_end,573,64
per_shard_per_event,20180622,session_start,572,388
per_shard_per_event,20180911,level_reset_quickplay,572,92
per_shard_per_event,20180923,level_reset_quickplay,572,85
per_shard_per_event,20180704,level_start,568,76
per_shard_per_event,20180712,level_end,568,66
per_shard_per_event,20180815,session_start,568,368
per_shard_per_event,20180616,session_start,566,391
per_shard_per_event,20180621,level_end,565,70
per_shard_per_event,20180627,level_start,564,70
per_shard_per_event,20180721,level_end,563,67
per_shard_per_event,20180803,level_end,563,73
per_shard_per_event,20180620,level_start,560,70
per_shard_per_event,20180702,level_start,560,68
per_shard_per_event,20180728,level_end,560,81
per_shard_per_event,20180816,level_start,560,72
per_shard_per_event,20180930,level_reset_quickplay,560,74
per_shard_per_event,20180808,level_retry,559,60
per_shard_per_event,20180804,level_end,557,73
per_shard_per_event,20180817,level_end,557,63
per_shard_per_event,20180704,session_start,556,368
per_shard_per_event,20180617,level_end,555,61
per_shard_per_event,20180630,level_retry_quickplay,555,127
per_shard_per_event,20180708,level_end,554,56
per_shard_per_event,20180714,session_start,554,358
per_shard_per_event,20180726,level_end,553,67
per_shard_per_event,20180725,session_start,552,361
per_shard_per_event,20180913,level_start,552,71
per_shard_per_event,20180627,session_start,551,366
per_shard_per_event,20180726,session_start,550,369
per_shard_per_event,20180929,level_end,549,79
per_shard_per_event,20180705,session_start,548,383
per_shard_per_event,20180911,level_end,547,52
per_shard_per_event,20180905,level_start,546,63
per_shard_per_event,20180711,level_end,545,66
per_shard_per_event,20180717,level_start,543,52
per_shard_per_event,20180724,level_end,543,59
per_shard_per_event,20180703,level_reset_quickplay,542,56
per_shard_per_event,20180912,level_start,542,77
per_shard_per_event,20180627,level_reset_quickplay,541,55
per_shard_per_event,20180809,level_up,540,80
per_shard_per_event,20180830,level_end,540,72
per_shard_per_event,20180715,session_start,539,360
per_shard_per_event,20180809,level_complete,536,79
per_shard_per_event,20180716,session_start,535,352
per_shard_per_event,20180730,level_retry,535,69
per_shard_per_event,20180720,level_up,534,77
per_shard_per_event,20180909,level_start,534,89
per_shard_per_event,20180722,session_start,533,372
per_shard_per_event,20180727,level_end,533,78
per_shard_per_event,20180731,level_retry,533,78
per_shard_per_event,20180827,level_start,533,63
per_shard_per_event,20180729,level_retry,532,63
per_shard_per_event,20180928,level_end,532,79
per_shard_per_event,20180714,level_end,528,69
per_shard_per_event,20180926,level_end,528,69
per_shard_per_event,20180723,level_end,527,73
per_shard_per_event,20180618,level_retry_quickplay,526,93
per_shard_per_event,20180715,level_retry,526,52
per_shard_per_event,20180629,level_start,525,88
per_shard_per_event,20180907,level_start,525,63
per_shard_per_event,20180716,level_end,523,69
per_shard_per_event,20180621,level_retry,521,58
per_shard_per_event,20180624,session_start,521,348
per_shard_per_event,20180805,level_end,521,72
per_shard_per_event,20180825,level_start,521,63
per_shard_per_event,20180718,session_start,520,344
per_shard_per_event,20180812,level_retry,519,75
per_shard_per_event,20180620,session_start,518,341
per_shard_per_event,20180811,level_retry,518,58
per_shard_per_event,20180720,level_complete,517,73
per_shard_per_event,20180820,level_end,517,76
per_shard_per_event,20180712,level_retry,516,58
per_shard_per_event,20180703,level_start,515,81
per_shard_per_event,20180806,level_retry,514,65
per_shard_per_event,20180612,level_start,511,58
per_shard_per_event,20180621,session_start,509,352
per_shard_per_event,20180901,level_retry,509,86
per_shard_per_event,20180615,level_start,508,67
per_shard_per_event,20180713,level_end,508,73
per_shard_per_event,20180618,level_complete_quickplay,505,90
per_shard_per_event,20180623,level_end,505,71
per_shard_per_event,20180630,level_retry,505,77
per_shard_per_event,20180711,level_retry,504,53
per_shard_per_event,20180622,level_end,502,68
per_shard_per_event,20180817,level_retry,502,51
per_shard_per_event,20180910,level_end,502,75
per_shard_per_event,20180708,session_start,500,305
per_shard_per_event,20180821,level_end,500,64
per_shard_per_event,20180925,level_reset_quickplay,498,77
per_shard_per_event,20180625,level_retry,495,85
per_shard_per_event,20180717,session_start,495,324
per_shard_per_event,20180714,level_retry,493,60
per_shard_per_event,20180709,level_end,488,58
per_shard_per_event,20180726,level_retry,486,62
per_shard_per_event,20180813,level_end,485,75
per_shard_per_event,20180719,session_start,484,309
per_shard_per_event,20180701,level_retry_quickplay,483,138
per_shard_per_event,20180716,level_retry,483,60
per_shard_per_event,20180802,level_start,482,76
per_shard_per_event,20180823,level_retry,481,72
per_shard_per_event,20180914,level_end,480,67
per_shard_per_event,20181001,level_start,479,58
per_shard_per_event,20180618,select_content,478,73
per_shard_per_event,20180819,level_end,478,62
per_shard_per_event,20180722,level_end,477,67
per_shard_per_event,20180810,session_start,477,326
per_shard_per_event,20180725,level_start,475,70
per_shard_per_event,20180727,level_retry,474,64
per_shard_per_event,20180923,level_start,473,61
per_shard_per_event,20180724,level_retry,472,54
per_shard_per_event,20180808,level_up,472,60
per_shard_per_event,20180808,level_complete,471,59
per_shard_per_event,20180831,level_end,471,71
per_shard_per_event,20180930,level_retry,470,59
per_shard_per_event,20180710,level_end,469,72
per_shard_per_event,20180908,level_reset_quickplay,468,103
per_shard_per_event,20180913,level_reset_quickplay,468,69
per_shard_per_event,20180820,level_retry,467,64
per_shard_per_event,20180807,level_retry,466,70
per_shard_per_event,20180804,level_retry,465,64
per_shard_per_event,20180723,level_retry,462,63
per_shard_per_event,20180904,level_reset_quickplay,462,76
per_shard_per_event,20180929,level_retry,462,61
per_shard_per_event,20180807,level_complete,459,68
per_shard_per_event,20180807,level_up,459,68
per_shard_per_event,20180917,level_end,459,63
per_shard_per_event,20180708,level_retry,458,46
per_shard_per_event,20180624,level_end,456,66
per_shard_per_event,20180705,level_end,456,61
per_shard_per_event,20180925,level_start,454,59
per_shard_per_event,20180814,level_end,451,59
per_shard_per_event,20180713,level_retry,449,67
per_shard_per_event,20180801,level_end,449,76
per_shard_per_event,20180613,level_start,448,72
per_shard_per_event,20180704,level_end,447,66
per_shard_per_event,20180706,level_end,447,62
per_shard_per_event,20180915,level_start,447,52
per_shard_per_event,20180622,level_retry,444,59
per_shard_per_event,20180623,level_retry,443,64
per_shard_per_event,20180731,level_up,443,76
per_shard_per_event,20180821,level_retry,442,52
per_shard_per_event,20180805,level_retry,441,62
per_shard_per_event,20180709,level_retry,439,50
per_shard_per_event,20180628,level_retry,438,88
per_shard_per_event,20180731,level_complete,438,75
per_shard_per_event,20180813,level_retry,438,66
per_shard_per_event,20180901,level_complete,438,80
per_shard_per_event,20180901,level_up,438,80
per_shard_per_event,20180811,level_up,437,54
per_shard_per_event,20180718,level_end,436,68
per_shard_per_event,20180728,level_retry,436,71
per_shard_per_event,20180922,level_end,436,70
per_shard_per_event,20180803,level_retry,434,57
per_shard_per_event,20180811,level_complete,434,54
per_shard_per_event,20180616,level_start,433,56
per_shard_per_event,20180829,level_start,433,61
per_shard_per_event,20180903,level_end,433,69
per_shard_per_event,20180822,level_end,432,75
per_shard_per_event,20180928,level_retry,431,68
per_shard_per_event,20180930,level_complete,431,59
per_shard_per_event,20180930,level_up,431,59
per_shard_per_event,20180721,level_retry,430,52
per_shard_per_event,20180614,level_end,429,49
per_shard_per_event,20180730,level_complete,428,70
per_shard_per_event,20180730,level_up,428,70
per_shard_per_event,20180627,level_end,427,65
per_shard_per_event,20180919,level_start,425,50
per_shard_per_event,20180722,level_retry,423,59
per_shard_per_event,20180806,level_complete,422,64
per_shard_per_event,20180806,level_up,422,64
per_shard_per_event,20180823,level_complete,422,62
per_shard_per_event,20180823,level_up,422,62
per_shard_per_event,20180924,level_end,421,65
per_shard_per_event,20180715,level_up,419,53
per_shard_per_event,20180616,level_reset_quickplay,418,56
per_shard_per_event,20180618,level_complete,416,73
per_shard_per_event,20180812,level_up,416,68
per_shard_per_event,20180617,level_retry,414,44
per_shard_per_event,20180710,level_retry,414,66
per_shard_per_event,20180905,level_end,414,58
per_shard_per_event,20180925,level_retry_quickplay,412,57
per_shard_per_event,20180707,level_start,409,65
per_shard_per_event,20180728,level_up,409,68
per_shard_per_event,20180815,level_start,409,54
per_shard_per_event,20180818,level_end,409,75
per_shard_per_event,20180824,level_end,409,65
per_shard_per_event,20180619,select_content,408,70
per_shard_per_event,20180626,level_complete,407,67
per_shard_per_event,20180913,level_end,407,65
per_shard_per_event,20180914,level_retry,407,56
per_shard_per_event,20180718,level_retry,404,63
per_shard_per_event,20180922,level_retry_quickplay,404,85
per_shard_per_event,20180615,level_end,403,59
per_shard_per_event,20180816,level_end,402,63
per_shard_per_event,20180822,level_retry,402,64
per_shard_per_event,20180705,level_retry,401,58
per_shard_per_event,20180624,level_retry,400,57
per_shard_per_event,20180908,level_end,400,73
per_shard_per_event,20180626,level_up,399,63
per_shard_per_event,20180728,level_complete,398,66
per_shard_per_event,20180727,level_up,397,69
per_shard_per_event,20180702,level_end,396,59
per_shard_per_event,20180906,level_start,395,60
